model_id,autoencoder,embedding,pretext_loss,cluster_loss,metric,embedding_dim,n_clusters,dim_reduction,reduced_dim,run_1_train_SC,run_1_train_DBI,run_1_test_SC,run_1_test_DBI,run_1_train_time,run_2_train_SC,run_2_train_DBI,run_2_test_SC,run_2_test_DBI,run_2_train_time,run_3_train_SC,run_3_train_DBI,run_3_test_SC,run_3_test_DBI,run_3_train_time,run_4_train_SC,run_4_train_DBI,run_4_test_SC,run_4_test_DBI,run_4_train_time,run_5_train_SC,run_5_train_DBI,run_5_test_SC,run_5_test_DBI,run_5_train_time
63628dd64b68c3e97c1f7cbc,fcnn,vae,vae,dtc,eucl,10,2,None,5.0,0.06329967081546783,3.7078257232240315,0.061702027916908264,3.786668783371109,35.62079739570618,0.06579799205064774,3.664227410219564,0.06467883288860321,3.69318950568861,34.75022006034851,0.06574803590774536,3.552591142626706,0.06619930267333984,3.4946526025317795,35.068609952926636,0.06671150773763657,3.4199882899522764,0.06909500807523727,3.439629921540441,34.03440570831299,0.06357132643461227,3.6794264261890586,0.06420523673295975,3.6562954967361563,34.11563158035278
63628dd64b68c3e97c1f7cbd,fcnn,vae,vae,dtc,eucl,10,2,PCA,5.0,0.13067664206027985,1.9278737532984243,0.123834989964962,2.0123682328557813,36.229857206344604,0.07001525908708572,3.369519682173231,0.06658361852169037,3.4237618648495554,34.022958517074585,0.0657026469707489,3.6856979259175047,0.06397909671068192,3.7377538256535163,35.58110022544861,0.05879713222384453,3.7904550522573723,0.0656292662024498,3.628613301140962,34.29146718978882,0.06126811355352402,3.8128072679853346,0.06478256732225418,3.6757503810111505,33.995356798172
63628dd64b68c3e97c1f7cbe,fcnn,vae,vae,dtc,eucl,10,2,UMAP,5.0,0.0624813586473465,3.7570681003556037,0.06166035309433937,3.7767613639552207,35.251495361328125,0.06307662278413773,3.6961401886653404,0.06543102860450745,3.6945107630794283,34.79678821563721,0.06382099539041519,3.7263570574538227,0.06826545298099518,3.5781422058833976,34.44590973854065,0.06436707824468613,3.7067709114269216,0.06247846037149429,3.7183441765766303,34.16836476325989,0.06559993326663971,3.6054398123446916,0.06591347604990005,3.650958262053059,35.07108998298645
63628dd64b68c3e97c1f7cbf,fcnn,vae,vae,dtc,eucl,10,4,None,5.0,0.047541096806526184,3.0783633996597186,0.05161680653691292,3.085444239393947,135.81774997711182,0.053670573979616165,3.016594763806768,0.055194780230522156,3.0210782909442884,35.18794536590576,0.05289272591471672,3.1096598143074425,0.05250966548919678,3.17271518846898,35.6435649394989,0.05075730383396149,3.177059971689379,0.05169873684644699,3.1224332315062946,35.114441871643066,0.05426632612943649,3.0226719338192254,0.053112275898456573,3.0440347466110627,34.68436813354492
63628dd64b68c3e97c1f7cc0,fcnn,vae,vae,dtc,eucl,10,4,PCA,5.0,0.05442524328827858,3.1257744591473613,0.05365072935819626,3.1469866495622627,45.37730550765991,0.047624796628952026,2.686030861245685,0.05145210027694702,2.6635537358763677,35.1565797328949,0.04999507963657379,3.135450820488922,0.04986659437417984,3.1260698120410084,34.70916390419006,0.05471675470471382,2.997051429806856,0.05477062240242958,3.1105983712068657,35.41121864318848,0.05365292727947235,3.0500546475752217,0.054212529212236404,3.029294648044144,34.44377017021179
63628dd64b68c3e97c1f7cc1,fcnn,vae,vae,dtc,eucl,10,4,UMAP,5.0,0.0543130487203598,3.12335908348877,0.0526433065533638,3.191647596080326,40.980379819869995,0.05280020460486412,3.1054899597187435,0.05518414452672005,3.008548476637085,34.9728524684906,0.04945502057671547,2.6401435695638975,-1.0,-1.0,34.74377918243408,0.050219178199768066,3.222805508653535,0.050567902624607086,3.2473199806974558,34.364304542541504,0.05364084243774414,3.0457461254280966,0.05342260003089905,3.1228000118321875,36.33738708496094
63628dd64b68c3e97c1f7cc2,fcnn,vae,vae,dtc,eucl,10,6,None,5.0,0.05168946832418442,2.7614238990206474,0.052038148045539856,2.801240492611413,41.31656503677368,0.05379115045070648,2.711969735152417,0.054724548012018204,2.6970646251213206,36.04315972328186,0.04871902987360954,2.93302909319523,0.04744456708431244,2.9021169953694987,36.29519271850586,0.050760023295879364,2.825951971608022,0.05055154114961624,2.8768692109487297,35.81994652748108,0.048810068517923355,2.806342725093644,0.04838766157627106,2.876944457314094,35.54314398765564
63628dd64b68c3e97c1f7cc3,fcnn,vae,vae,dtc,eucl,10,6,PCA,5.0,0.05225282162427902,2.7564560441672445,0.051271550357341766,2.766021355562008,41.564244747161865,0.053656067699193954,2.701563677884991,0.05137791484594345,2.7318576021577825,34.64030981063843,0.05142667144536972,2.741017791428945,0.05137861520051956,2.8011575151542587,35.70975399017334,0.05048733949661255,2.806281846225957,0.04924239590764046,2.8553994406519094,36.2408344745636,0.052362557500600815,2.7577922936005375,0.051708340644836426,2.7441826420550375,35.75884437561035
63628dd64b68c3e97c1f7cc4,fcnn,vae,vae,dtc,eucl,10,6,UMAP,5.0,0.050674065947532654,2.8412724519925887,0.04860099405050278,2.8219869628620793,41.22087335586548,0.05215124413371086,2.8091518605537984,0.051277175545692444,2.8295583495113577,35.76156258583069,0.04975195229053497,2.899268534472526,0.04978285729885101,2.8464765444224613,35.92763614654541,0.04943661019206047,2.7227385971181595,0.05114564299583435,2.788131233539892,34.875006914138794,0.05006365850567818,2.7439735989215954,0.05065744370222092,2.7956099680040207,35.776246786117554
63628dd64b68c3e97c1f7cc5,fcnn,vae,vae,dtc,cid,10,2,None,5.0,-1.0,-1.0,-1.0,-1.0,54.359503984451294,-0.11576985567808151,2.9750253523238337,-0.14283119142055511,3.411410281680473,49.924089431762695,-0.172341451048851,2.475390311814167,-0.21577084064483643,3.110983259555408,55.42692708969116,-1.0,-1.0,-1.0,-1.0,49.110997915267944,-1.0,-1.0,-1.0,-1.0,49.13803958892822
63628dd64b68c3e97c1f7cc6,fcnn,vae,vae,dtc,cid,10,2,PCA,5.0,0.062404390424489975,3.6495845950910297,0.059195734560489655,3.7071480957769434,53.96883177757263,-1.0,-1.0,-1.0,-1.0,49.3545138835907,-1.0,-1.0,-1.0,-1.0,55.72436285018921,-1.0,-1.0,-1.0,-1.0,49.19711446762085,-1.0,-1.0,-1.0,-1.0,48.885934352874756
63628dd64b68c3e97c1f7cc7,fcnn,vae,vae,dtc,cid,10,2,UMAP,5.0,-0.21409791707992554,2.658834139133437,-1.0,-1.0,53.70698142051697,0.04905875772237778,3.637405660732151,0.05472652241587639,3.5816387914055605,49.16587710380554,-1.0,-1.0,-1.0,-1.0,55.50001525878906,-1.0,-1.0,-1.0,-1.0,48.594104528427124,-0.15314465761184692,2.9491124268547386,-0.16241566836833954,3.1057368266111864,48.85639572143555
63628dd64b68c3e97c1f7cc8,fcnn,vae,vae,dtc,cid,10,4,None,5.0,-1.0,-1.0,-1.0,-1.0,55.305033683776855,-1.0,-1.0,-1.0,-1.0,50.117483615875244,-1.0,-1.0,-1.0,-1.0,56.778929233551025,-1.0,-1.0,-1.0,-1.0,50.484431982040405,-1.0,-1.0,-1.0,-1.0,50.51628828048706
63628dd64b68c3e97c1f7cc9,fcnn,vae,vae,dtc,cid,10,4,PCA,5.0,-1.0,-1.0,-1.0,-1.0,55.159971475601196,-1.0,-1.0,-1.0,-1.0,50.038700580596924,-1.0,-1.0,-1.0,-1.0,56.77691149711609,-1.0,-1.0,-1.0,-1.0,50.384138345718384,-1.0,-1.0,-1.0,-1.0,49.44789123535156
63628dd64b68c3e97c1f7cca,fcnn,vae,vae,dtc,cid,10,4,UMAP,5.0,-1.0,-1.0,-1.0,-1.0,55.138049602508545,-1.0,-1.0,-1.0,-1.0,50.13063645362854,-0.05562327057123184,6.093319007053142,-0.05403705686330795,6.476229716308863,56.79134011268616,-1.0,-1.0,-1.0,-1.0,50.81703042984009,-1.0,-1.0,-1.0,-1.0,49.80302882194519
63628dd64b68c3e97c1f7ccb,fcnn,vae,vae,dtc,cid,10,6,None,5.0,-0.277730256319046,4.500457398985913,-1.0,-1.0,56.149235010147095,-1.0,-1.0,-1.0,-1.0,50.932782888412476,-1.0,-1.0,-1.0,-1.0,58.207355976104736,-1.0,-1.0,-1.0,-1.0,51.231133699417114,-1.0,-1.0,-0.25725865364074707,3.9934098751840743,51.32239508628845
63628dd64b68c3e97c1f7ccc,fcnn,vae,vae,dtc,cid,10,6,PCA,5.0,-1.0,-1.0,-1.0,-1.0,56.98842263221741,-1.0,-1.0,-1.0,-1.0,51.59052562713623,-1.0,-1.0,-1.0,-1.0,57.675055265426636,-1.0,-1.0,-1.0,-1.0,51.79241466522217,-1.0,-1.0,-1.0,-1.0,51.77398228645325
63628dd64b68c3e97c1f7ccd,fcnn,vae,vae,dtc,cid,10,6,UMAP,5.0,-1.0,-1.0,-1.0,-1.0,56.72136116027832,-1.0,-1.0,-1.0,-1.0,50.796753883361816,-1.0,-1.0,-1.0,-1.0,57.53034782409668,-1.0,-1.0,-1.0,-1.0,51.234954833984375,-1.0,-1.0,-1.0,-1.0,51.33237147331238
63628dd64b68c3e97c1f7cce,resnet,mse,mse,None,None,10,2,None,None,0.6491860747337341,0.4804569288503208,0.65397047996521,0.475156137132604,6.943056583404541,0.5875465273857117,0.6008215293270678,0.5875397324562073,0.6013729897251398,6.4181458950042725,0.6783177256584167,0.5374476231334286,0.6748429536819458,0.5404803704869585,7.351690292358398,0.6478729248046875,0.49651379258609385,0.652592658996582,0.48821188576526325,5.874817848205566,0.5680974125862122,0.604560237333969,0.5712606310844421,0.603188835726038,5.910689353942871
63628dd64b68c3e97c1f7cd1,resnet,mse,mse,None,None,10,4,None,None,0.4366191327571869,0.8215137092174097,0.4384700655937195,0.8206723713319164,5.936946630477905,0.477888286113739,0.6998080577567267,0.4832794666290283,0.6929254215059204,5.876363515853882,0.5007413029670715,0.7349678837487101,0.4883944094181061,0.7434265015776991,7.273758888244629,0.3927701711654663,0.8870426252447366,0.4008786976337433,0.8752227540728158,5.908955812454224,0.40140560269355774,0.8873565033329534,0.39996322989463806,0.8729045200002388,5.889452219009399
63628dd64b68c3e97c1f7cd4,resnet,mse,mse,None,None,10,6,None,None,0.3637273609638214,0.8709091216665904,0.3672104775905609,0.8698324612383312,5.8873419761657715,0.3947957456111908,0.9569433455847599,0.38705044984817505,1.0218861652979498,5.91809344291687,0.4635831117630005,0.6429043146911819,0.4654523730278015,0.6333644508824511,7.375788688659668,0.4662201702594757,0.676151497199385,0.4546215534210205,0.6977479323220871,5.882074594497681,0.5142450928688049,0.6121728160033957,0.5159450173377991,0.6119940981961075,5.913206577301025
63628dd74b68c3e97c1f7ce0,resnet,mse,mse,dtc,eucl,10,2,None,5.0,0.7004740834236145,0.5014080371946554,0.6721025109291077,0.5512647992904492,45.548155546188354,0.7735666036605835,0.41179825360461286,0.770905613899231,0.4402277422294843,41.90533661842346,0.7684552073478699,0.5363303098583402,0.7725874781608582,0.4422116668389468,44.22862005233765,0.7118963599205017,0.35904839500408403,0.7118358016014099,0.3615202900570185,41.61365270614624,0.7599421739578247,0.4035083355276067,0.7653859257698059,0.3956484811178421,41.58219361305237
63628dd74b68c3e97c1f7ce1,resnet,mse,mse,dtc,eucl,10,2,PCA,5.0,0.6823952198028564,0.4174450430688389,0.6651864051818848,0.42969761106656723,46.13096380233765,0.7444963455200195,0.45716649520015806,0.7273324131965637,0.47898274731169155,41.26785922050476,0.6354802250862122,0.48343386363613156,0.6306445002555847,0.41877267050022154,43.66572093963623,0.7791414856910706,0.4510645883301195,0.7818114161491394,0.445415487951865,41.902201890945435,0.7246215343475342,0.3697632263263859,0.7080194354057312,0.37071078645965533,40.6168897151947
63628dd74b68c3e97c1f7ce2,resnet,mse,mse,dtc,eucl,10,2,UMAP,5.0,0.8664302229881287,0.3382713542515646,0.8772944808006287,0.30677589288489737,46.40555763244629,0.7201778292655945,0.4481992126146729,0.6943992376327515,0.4700060414548188,41.74807596206665,0.7901356220245361,0.4261166213069788,0.7814760208129883,0.4290778435466806,43.92256784439087,0.6469663381576538,0.4804155633289951,0.6537826657295227,0.4643884666193818,41.57955980300903,0.6511017084121704,0.5706686970736177,0.6507890224456787,0.5766837309696197,41.33797883987427
63628dd74b68c3e97c1f7ce3,resnet,mse,mse,dtc,eucl,10,4,None,5.0,0.6601080894470215,0.5748875271915449,0.622832715511322,0.5666432060054186,45.63451671600342,0.6051557064056396,0.5451731654348703,0.6051478981971741,0.5583746148964026,42.01865077018738,0.6045882105827332,0.8388750411297674,0.5819993019104004,0.7983526041348626,44.365724325180054,0.5776537656784058,0.8229791367946695,0.5480443239212036,0.7474974942477852,42.00593972206116,-1.0,-1.0,-1.0,-1.0,43.30383849143982
63628dd74b68c3e97c1f7ce4,resnet,mse,mse,dtc,eucl,10,4,PCA,5.0,-1.0,-1.0,-1.0,-1.0,42.730342388153076,-1.0,-1.0,-1.0,-1.0,42.596009492874146,0.8131825923919678,0.4895061654810936,0.7958539128303528,0.4987135407389507,44.458662033081055,0.7004851698875427,0.46736318581373576,0.7119023203849792,0.48728874745546846,41.443071365356445,-1.0,-1.0,-1.0,-1.0,42.36257481575012
63628dd74b68c3e97c1f7ce5,resnet,mse,mse,dtc,eucl,10,4,UMAP,5.0,-1.0,-1.0,-1.0,-1.0,42.06783866882324,0.6116334199905396,0.536018415460467,0.6164219975471497,0.5566303009171154,41.76842498779297,-1.0,-1.0,-1.0,-1.0,44.78363370895386,0.5603733062744141,0.9260512661848824,0.5776779055595398,0.8448856081373601,42.14958071708679,0.6348656415939331,0.43535676522329825,0.6398516893386841,0.5097940820081669,41.67940425872803
63628dd74b68c3e97c1f7ce6,resnet,mse,mse,dtc,eucl,10,6,None,5.0,0.3865700364112854,0.6065047314057038,0.3863798975944519,0.626499337218428,43.33448314666748,0.6796674132347107,0.6792449009056343,0.6736459136009216,0.6652018353284479,42.92024874687195,-1.0,-1.0,-1.0,-1.0,45.23650932312012,-1.0,-1.0,-1.0,-1.0,42.49278950691223,-1.0,-1.0,-1.0,-1.0,42.28731894493103
63628dd74b68c3e97c1f7ce7,resnet,mse,mse,dtc,eucl,10,6,PCA,5.0,0.43716514110565186,0.5566317047285213,-1.0,-1.0,43.058467388153076,-1.0,-1.0,-1.0,-1.0,42.735042572021484,0.6192302107810974,0.6313217181159044,-1.0,-1.0,45.44038677215576,0.5528908967971802,0.8475171333839516,0.5274055004119873,0.8439402460794693,42.97901797294617,-1.0,-1.0,-1.0,-1.0,42.53185439109802
63628dd74b68c3e97c1f7ce8,resnet,mse,mse,dtc,eucl,10,6,UMAP,5.0,-1.0,-1.0,-1.0,-1.0,43.304457664489746,0.543995201587677,0.5676479257271217,0.5494641661643982,0.5575577277353414,43.36190843582153,0.5869159698486328,0.5026929201365162,-1.0,-1.0,44.89174151420593,-1.0,-1.0,-1.0,-1.0,42.53424525260925,-1.0,-1.0,-1.0,-1.0,42.83538556098938
63628dd74b68c3e97c1f7ce9,resnet,mse,mse,dtc,cid,10,2,None,5.0,0.7194948196411133,0.44491667477254687,0.7042859196662903,0.46461194220311186,56.180195331573486,0.555250346660614,0.6666179987107443,0.5533526539802551,0.6662228516698276,56.802483558654785,0.6969216465950012,0.740505437647313,0.6915346384048462,0.7163711944484222,63.6287477016449,0.7215191125869751,0.46217998292605295,0.7237316370010376,0.47551904551733254,56.34316349029541,0.6881465911865234,0.5258759755067736,0.6898971199989319,0.5111503945562981,56.63996720314026
63628dd74b68c3e97c1f7cea,resnet,mse,mse,dtc,cid,10,2,PCA,5.0,0.6135910153388977,0.6364940093792701,0.605425238609314,0.6421059253157793,56.493945598602295,0.5901855230331421,0.6043606868280766,0.648177981376648,0.5645232369910699,56.87494158744812,0.5488286018371582,0.6431261725580706,0.5584768056869507,0.6367778977823236,64.99910354614258,0.7138208746910095,0.5161205612951749,0.7041969895362854,0.5116886541156268,55.88311839103699,0.6303579211235046,0.5431040689665517,0.6340732574462891,0.5303522908702905,55.986416816711426
63628dd74b68c3e97c1f7ceb,resnet,mse,mse,dtc,cid,10,2,UMAP,5.0,-1.0,-1.0,-1.0,-1.0,56.63378405570984,0.6611191630363464,0.5237665081638462,0.6663126945495605,0.5118019411410817,56.85679078102112,0.70267653465271,0.40625264724459564,0.708735466003418,0.4007644000872641,64.58362460136414,0.6391101479530334,0.5267303378620477,0.6293423175811768,0.5334246893069668,55.578542709350586,0.767407238483429,0.6715253440724003,0.7575748562812805,0.6849086320798811,56.77536058425903
63628dd74b68c3e97c1f7cec,resnet,mse,mse,dtc,cid,10,4,None,5.0,0.652056872844696,0.5115972151146327,0.6406445503234863,0.5354440400411463,58.50767540931702,0.6875470876693726,0.6327330223506603,0.6720176935195923,0.6558878583887511,57.419625759124756,0.6243566870689392,0.5475797673123728,0.6166815161705017,0.5576891678550036,65.42057776451111,0.34466493129730225,0.8244158160958064,0.37274274230003357,1.0132447877088624,56.87240171432495,0.612394392490387,0.6283473136761061,0.6111823916435242,0.49819352679262,57.54844903945923
63628dd74b68c3e97c1f7ced,resnet,mse,mse,dtc,cid,10,4,PCA,5.0,0.5732529163360596,0.6723960972480627,0.5503135919570923,0.5954216497433577,57.613436698913574,0.5834311842918396,0.6636565578865118,-1.0,-1.0,58.180582761764526,-1.0,-1.0,-1.0,-1.0,65.71500587463379,0.5893967747688293,0.5829284281392533,-1.0,-1.0,57.01309847831726,-1.0,-1.0,-1.0,-1.0,57.66374635696411
63628dd74b68c3e97c1f7cee,resnet,mse,mse,dtc,cid,10,4,UMAP,5.0,-1.0,-1.0,0.5997560620307922,0.5344030475728295,57.98832583427429,0.6251599192619324,0.5214000474045406,0.6290744543075562,0.5358452639635949,57.235366344451904,0.4403836131095886,0.43255100549731085,0.44982847571372986,0.4418832218598953,64.71784162521362,0.7395865321159363,0.5789224245594228,0.7204136252403259,0.5789039586024349,57.55184292793274,0.43204599618911743,0.6292538032334962,0.44496360421180725,0.6182042786323383,57.146536111831665
63628dd74b68c3e97c1f7cef,resnet,mse,mse,dtc,cid,10,6,None,5.0,-1.0,-1.0,-1.0,-1.0,59.302868127822876,-1.0,-1.0,-1.0,-1.0,59.177924156188965,0.34405696392059326,0.8391022459954036,0.3506681025028229,0.8312779059814713,67.10399150848389,-1.0,-1.0,-1.0,-1.0,58.463486671447754,0.3912949860095978,0.742476130181633,-1.0,-1.0,58.86496925354004
63628dd74b68c3e97c1f7cf0,resnet,mse,mse,dtc,cid,10,6,PCA,5.0,-1.0,-1.0,0.5902394652366638,1.008596307670322,59.733630657196045,0.5017759203910828,0.7066057393752029,-1.0,-1.0,58.81939435005188,0.6093194484710693,0.4801308221957532,-1.0,-1.0,66.80704069137573,-1.0,-1.0,-1.0,-1.0,59.155107498168945,-1.0,-1.0,-1.0,-1.0,57.98755407333374
63628dd74b68c3e97c1f7cf1,resnet,mse,mse,dtc,cid,10,6,UMAP,5.0,-1.0,-1.0,-1.0,-1.0,58.80721092224121,-1.0,-1.0,-1.0,-1.0,58.698039531707764,-1.0,-1.0,-1.0,-1.0,67.580819606781,-1.0,-1.0,-1.0,-1.0,58.812209606170654,-1.0,-1.0,-1.0,-1.0,58.741528272628784
63628dd74b68c3e97c1f7cf2,resnet,multi_rec,multi_rec,None,None,10,2,None,None,0.5927296280860901,0.564907600197293,0.5955418944358826,0.5553798474496959,6.0588202476501465,0.5639956593513489,0.5889285728696767,0.5614221096038818,0.5938430818187043,6.056903600692749,0.5606066584587097,0.6017701733090364,0.5578749179840088,0.6053070067056988,7.649491548538208,0.5270448327064514,0.6904586909628204,0.5261845588684082,0.6892478003593272,6.066214084625244,0.5799880027770996,0.5659797435787559,0.5828898549079895,0.5590669408735395,6.07553505897522
63628dd74b68c3e97c1f7cf5,resnet,multi_rec,multi_rec,None,None,10,4,None,None,0.44789376854896545,0.6794458265942632,0.4568759799003601,0.667902006945325,6.078579425811768,0.5370633602142334,0.5555553137335888,0.5357892513275146,0.5508309955673583,6.095536231994629,0.5155910849571228,0.5880155514984953,0.5303375720977783,0.5759595851312482,7.678351402282715,0.5243536829948425,0.562907860144517,0.5375533103942871,0.552812125399844,6.078937530517578,0.47574034333229065,0.647682992603627,0.4706101417541504,0.6488365409519312,6.060100793838501
63628dd74b68c3e97c1f7cf8,resnet,multi_rec,multi_rec,None,None,10,6,None,None,0.4894893169403076,0.6547391926273942,0.4829525947570801,0.6716182501081375,6.071848392486572,0.5891048312187195,0.5061453035589133,0.594572901725769,0.5026950727226617,6.1132752895355225,0.542482316493988,0.6018600779549036,0.5402012467384338,0.5920590889312525,7.683359622955322,0.5510268211364746,0.5603593283606123,0.5465714931488037,0.5861994075520366,6.099964380264282,0.7495553493499756,0.6689696112379496,0.7505568861961365,0.7143992967873444,6.0861828327178955
63628dd84b68c3e97c1f7d04,resnet,multi_rec,multi_rec,dtc,eucl,10,2,None,5.0,0.7108985185623169,0.279813818864433,0.761014997959137,0.3738276606201394,42.18795609474182,0.835392415523529,0.24235632866557066,0.8169521689414978,0.2734268707375429,42.13092279434204,-1.0,-1.0,0.6620934009552002,0.2403530440639043,44.69362211227417,0.19494815170764923,1.671717619295181,0.18090812861919403,1.6863668285189652,41.39441514015198,0.6147931814193726,0.5746198353269009,0.6334339380264282,0.5586656282894499,41.91801977157593
63628dd84b68c3e97c1f7d05,resnet,multi_rec,multi_rec,dtc,eucl,10,2,PCA,5.0,0.918947696685791,0.14391736905315908,0.9271920323371887,0.052493988473330755,41.96719789505005,0.9599565863609314,0.20475361108232043,0.9601086378097534,0.18584181333341832,42.01094460487366,0.5934037566184998,0.6199239255386785,0.6202068328857422,0.615244463607729,43.414430141448975,0.3733867108821869,0.6933929354721198,0.3037760555744171,0.7339912058906171,41.78216600418091,-1.0,-1.0,0.7009533643722534,0.22983557472590666,41.585556507110596
63628dd84b68c3e97c1f7d06,resnet,multi_rec,multi_rec,dtc,eucl,10,2,UMAP,5.0,0.7805026173591614,0.3714662267837063,0.8032520413398743,0.3948534204202324,41.257304430007935,0.8321583867073059,0.25265003730336305,0.8218562006950378,0.28054628287604166,41.3689079284668,0.8937508463859558,0.19453939073715848,0.9058917164802551,0.20774605631566623,44.18403697013855,-1.0,-1.0,-1.0,-1.0,41.79711127281189,0.6797458529472351,0.3391205001144749,0.6874058842658997,0.34093813238606685,41.453232288360596
63628dd84b68c3e97c1f7d07,resnet,multi_rec,multi_rec,dtc,eucl,10,4,None,5.0,0.9282864332199097,0.5079140982679188,0.9420841932296753,0.4632970526778155,42.76597332954407,-1.0,-1.0,-1.0,-1.0,42.59427261352539,-1.0,-1.0,-1.0,-1.0,44.79702687263489,-1.0,-1.0,-1.0,-1.0,41.83292818069458,-1.0,-1.0,-1.0,-1.0,41.867297887802124
63628dd84b68c3e97c1f7d08,resnet,multi_rec,multi_rec,dtc,eucl,10,4,PCA,5.0,-1.0,-1.0,-1.0,-1.0,43.212794065475464,0.7219591736793518,0.5206586950531008,0.6876019239425659,0.48733223408900284,42.242464542388916,-1.0,-1.0,-1.0,-1.0,45.30494427680969,-1.0,-1.0,-1.0,-1.0,41.97858142852783,-1.0,-1.0,-1.0,-1.0,42.16270971298218
63628dd84b68c3e97c1f7d09,resnet,multi_rec,multi_rec,dtc,eucl,10,4,UMAP,5.0,-1.0,-1.0,0.33552995324134827,0.7901619585158706,42.67649841308594,-1.0,-1.0,-1.0,-1.0,42.954182147979736,0.8340173363685608,0.6114309439882193,-1.0,-1.0,45.34466004371643,0.3763139247894287,0.7955560960352304,-1.0,-1.0,42.40362477302551,-1.0,-1.0,-1.0,-1.0,42.69716763496399
63628dd84b68c3e97c1f7d0a,resnet,multi_rec,multi_rec,dtc,eucl,10,6,None,5.0,-1.0,-1.0,0.3255193829536438,0.9758377697961218,45.23894548416138,-1.0,-1.0,-1.0,-1.0,43.08519673347473,-1.0,-1.0,-1.0,-1.0,45.486345529556274,-1.0,-1.0,-1.0,-1.0,42.8040554523468,-1.0,-1.0,-1.0,-1.0,42.71197819709778
63628dd84b68c3e97c1f7d0b,resnet,multi_rec,multi_rec,dtc,eucl,10,6,PCA,5.0,-1.0,-1.0,-1.0,-1.0,43.22646880149841,-1.0,-1.0,-1.0,-1.0,42.93244028091431,-1.0,-1.0,-1.0,-1.0,45.574979305267334,-1.0,-1.0,-1.0,-1.0,43.021541595458984,-1.0,-1.0,-1.0,-1.0,42.80836462974548
63628dd84b68c3e97c1f7d0c,resnet,multi_rec,multi_rec,dtc,eucl,10,6,UMAP,5.0,-1.0,-1.0,-1.0,-1.0,43.542198181152344,-1.0,-1.0,-1.0,-1.0,42.71462368965149,-1.0,-1.0,-1.0,-1.0,45.11707139015198,-1.0,-1.0,-1.0,-1.0,42.14754271507263,-1.0,-1.0,-1.0,-1.0,41.98496699333191
63628dd84b68c3e97c1f7d0d,resnet,multi_rec,multi_rec,dtc,cid,10,2,None,5.0,-1.0,-1.0,-1.0,-1.0,56.55150866508484,0.6033077239990234,0.2946068834241098,0.6028621792793274,0.2960072847422385,56.515360593795776,0.11470858007669449,0.6688809422036468,0.09811573475599289,0.6761309370465411,65.8852288722992,-1.0,-1.0,-1.0,-1.0,55.98219442367554,0.7547703385353088,0.6643369686455779,0.7720170617103577,0.6214429391291072,56.35391283035278
63628dd84b68c3e97c1f7d0e,resnet,multi_rec,multi_rec,dtc,cid,10,2,PCA,5.0,-1.0,-1.0,-1.0,-1.0,56.61903119087219,-1.0,-1.0,-1.0,-1.0,56.30566334724426,0.6984739899635315,0.47382200982748907,0.696829617023468,0.4966060674381072,65.096031665802,0.32089105248451233,0.5145906100802978,0.3025570809841156,0.523100159485035,56.32315468788147,0.5703168511390686,0.35382517078298065,0.5136340260505676,0.3692190039317595,56.337509870529175
63628dd84b68c3e97c1f7d0f,resnet,multi_rec,multi_rec,dtc,cid,10,2,UMAP,5.0,0.4925615191459656,0.8345055960943226,0.48626062273979187,0.8272851937092094,57.184677839279175,0.42660269141197205,0.6531151564778808,0.41558995842933655,0.6999353594212967,56.28441381454468,0.02560650184750557,0.793562155163515,0.003237980417907238,0.8076645948866463,66.38290238380432,0.13706132769584656,0.7824220608342786,0.15123291313648224,0.7786033115257461,55.68413805961609,-1.0,-1.0,-1.0,-1.0,56.455376863479614
63628dd84b68c3e97c1f7d10,resnet,multi_rec,multi_rec,dtc,cid,10,4,None,5.0,0.24956227838993073,0.6378830740044276,-1.0,-1.0,58.20080208778381,0.26179563999176025,0.7761919587453334,0.24220025539398193,0.8120430283729686,57.51998686790466,0.39176979660987854,0.5094310487526069,0.3812621235847473,0.5221945765255244,69.46700763702393,-1.0,-1.0,-1.0,-1.0,57.766313552856445,-1.0,-1.0,-1.0,-1.0,57.964792251586914
63628dd84b68c3e97c1f7d11,resnet,multi_rec,multi_rec,dtc,cid,10,4,PCA,5.0,-1.0,-1.0,-1.0,-1.0,57.8047034740448,0.2798430323600769,0.5282432141034503,0.31405073404312134,0.5473420266269893,57.77157926559448,-1.0,-1.0,-1.0,-1.0,69.13690137863159,-1.0,-1.0,-1.0,-1.0,57.05946493148804,-1.0,-1.0,-1.0,-1.0,57.51062345504761
63628dd84b68c3e97c1f7d12,resnet,multi_rec,multi_rec,dtc,cid,10,4,UMAP,5.0,-1.0,-1.0,-1.0,-1.0,57.60155463218689,-1.0,-1.0,-1.0,-1.0,57.783458948135376,0.39279693365097046,0.9299997778105887,-1.0,-1.0,68.79500985145569,-1.0,-1.0,-1.0,-1.0,57.556639194488525,-1.0,-1.0,-1.0,-1.0,57.31076502799988
63628dd84b68c3e97c1f7d13,resnet,multi_rec,multi_rec,dtc,cid,10,6,None,5.0,-1.0,-1.0,-1.0,-1.0,59.029778480529785,-1.0,-1.0,-1.0,-1.0,58.3772246837616,-1.0,-1.0,-1.0,-1.0,70.55370783805847,-1.0,-1.0,-1.0,-1.0,59.52471423149109,-1.0,-1.0,-1.0,-1.0,58.28879475593567
